sha,date,chrome-version,chrome,firefox-version,firefox,safari-version,safari
3a58de991a53a5a358234a8ad4e3d7f8d733d34a,2018-09-03,70.0.3534.4 dev,591.0579317656401,63.0a1,1539.224625881927,12.1,2974.9558059201536
04bc9c5667911cce7361ee33244dfc8d7ed61212,2018-09-04,70.0.3534.4 dev,590.9284825648593,63.0a1,1525.1842629599691,12.1,2975.62707080081
7c50c216081d6ea3c9afe553ee7b64534020a1b2,2018-09-05,70.0.3534.4 dev,599.6491972831091,63.0a1,1499.6059501477084,12.1,2963.235060381135
ddb3e30ef48c472fa5a5c819dbdadb0d02bf129e,2018-09-07,70.0.3538.9 dev,601.7123994745725,64.0a1,1549.617246805181,12.1,2940.82060037543
86579034357501943927f3dc4abf75d76c477383,2018-09-09,70.0.3538.9 dev,599.3524693512138,64.0a1,1540.6947344942128,12.1,2946.4474409794498
9614def367ae8af8247142c34b00f755863d2fbb,2018-09-10,70.0.3538.9 dev,594.8313231415551,64.0a1,1543.2592240652364,12.1,2945.671542361801
ae06d197525378b72a5460795392de5a091d1398,2018-09-14,70.0.3538.16 dev,729.8192328184504,64.0a1,1552.1901619301482,12.1,2951.564220425249
1343a173b66a7ba398bcb47a74bc8bf81ed11d40,2018-09-15,71.0.3551.3 dev,580.753874418876,64.0a1,1567.7319329197812,12.1,2970.8888069222185
677dfdd2337fd9b2cf50b371e5be7600f73a3a99,2018-09-16,71.0.3551.3 dev,581.4790667126864,64.0a1,1575.247515902992,12.1,2972.4386639573104
7897f9d5beff624590d2fc254d2a7eca6e2b1e8f,2018-09-22,71.0.3554.4 dev,784.0024512544143,64.0a1,1312.8342413644154,12.1,2847.479398344083
61efc6b6063091fba52e182bc332a5815de0765c,2018-09-23,71.0.3554.4 dev,651.9666558002701,64.0a1,1306.295185954855,12.1,2886.737762618949
5bd512cdc76f762662915a2d3d9e49b021f14ff6,2018-09-24,71.0.3554.4 dev,752.1046469436957,64.0a1,1323.0461148049083,12.1,2871.680464299483
b040cb2a07264d35b9f47cd9deb2fb2889fca6d4,2018-09-25,71.0.3554.4 dev,719.5976694527913,64.0a1,1271.4358130445676,12.1,2962.525218351515
